,Name,Nationality,National_Position,National_Kit,Club,Club_Position,Club_Kit,Rating,Height,Weight,Age,Preffered_Position,Weak_foot,Skill_Moves,Ball_Control,Dribbling,Marking,Sliding_Tackle,Standing_Tackle,Aggression,Reactions,Attacking_Position,Interceptions,Speed,Finishing,Penalties
7868,Stanislav Lobotka,Slovakia,0,0.0,FC Nordsjælland,RCM,7.0,67,170,64,22,CM,4,3,74,68,43,51,58,56,61,51,59,61,42,56
7869,Hugo Cid,Mexico,0,0.0,Veracruz,Sub,29.0,67,181,71,25,CDM/CM,2,2,65,62,64,66,66,72,65,56,66,65,48,63
7870,Phillipp Mwene,Austria,0,0.0,Kaiserslautern,RB,21.0,67,170,66,23,RB,3,2,63,67,65,70,68,58,58,30,65,77,31,42
7871,Ihlas Bebou,Togo,0,0.0,F. Düsseldorf,RM,37.0,67,183,77,22,RM/ST,3,3,69,73,28,33,35,43,64,65,31,82,63,65
7872,Luis Cárdenas,Mexico,0,0.0,Monterrey,Sub,30.0,67,183,84,23,GK,3,1,19,21,12,12,20,26,54,19,26,40,18,25
7873,Ramiro Costa,Argentina,0,0.0,Rafaela,Sub,9.0,67,190,84,24,ST/CF,3,3,63,68,24,25,35,55,53,71,36,58,62,53
7874,Pedro Muñoz,Chile,0,0.0,CD O'Higgins,Sub,7.0,67,172,72,30,RW,3,3,69,69,14,17,15,57,63,56,22,87,58,54
7875,Héctor Berríos,Chile,0,0.0,Uni. Concepción,RB,16.0,67,174,67,30,RB/RM,3,3,59,63,65,62,64,28,63,72,71,60,54,56
7876,Esteban Flores,Chile,0,0.0,Uni. Concepción,Sub,17.0,67,178,82,24,LB/CB,2,2,56,64,70,58,68,58,67,47,65,81,28,38
7877,Dmitriy Arapov,Russia,0,0.0,FC Ural,Sub,1.0,67,185,77,23,GK,2,1,23,21,15,17,17,26,56,17,19,41,14,24
7878,Cristiano Lombardi,Italy,0,0.0,Lazio,Sub,25.0,67,180,75,21,LW/RW,4,3,72,74,22,23,25,38,58,62,27,79,60,52
7879,Lorenzo Filippini,Italy,0,0.0,Brisigonza,LB,3.0,67,183,77,21,CB/LB,2,2,61,51,63,68,68,73,61,27,63,73,27,49
7880,Gaetano Monachello,Italy,0,0.0,Terni,Sub,7.0,67,184,79,23,ST,3,2,68,64,13,21,23,40,68,70,20,55,70,62
7881,Mike Maignan,France,0,0.0,LOSC Lille,Sub,16.0,67,187,80,21,GK,3,1,24,22,17,19,12,17,64,14,24,43,13,15
7882,Lasse Nielsen,Denmark,0,0.0,Lech Poznań,LCB,3.0,67,188,78,30,CB,2,2,42,30,68,67,69,59,60,47,63,52,46,39
7883,Sonny Stevens,Netherlands,0,0.0,FC Twente,Res,20.0,67,194,93,24,GK,3,1,27,12,18,14,14,29,71,8,11,36,14,26
7884,Khalid Karami,Netherlands,0,0.0,Excelsior,RB,2.0,67,181,73,27,RB,3,2,65,68,67,68,67,71,64,52,66,67,44,42
7885,Dariusz Formella,Poland,0,0.0,Arka Gdynia,Sub,77.0,67,177,74,21,RM/LM,2,3,64,68,35,45,43,48,55,62,38,86,64,55
7886,Matteo Fedele,Switzerland,0,0.0,Bari,Sub,14.0,67,185,75,24,CM/CDM,3,2,68,62,54,55,61,61,62,62,62,68,55,53
7887,Sander Coopman,Belgium,0,0.0,Zulte-Waregem,Sub,43.0,67,183,66,22,CAM/RM,3,2,70,68,23,26,28,27,71,59,22,62,54,52
7888,Maximilian Hofmann,Austria,0,0.0,SK Rapid Wien,LCB,20.0,67,183,70,23,CB,3,2,56,35,73,71,68,64,53,61,61,68,35,37
7889,Kevin Rendón,Colombia,0,0.0,Patriotas,Sub,7.0,67,181,66,24,CAM/RM,3,3,65,64,62,62,63,67,68,65,64,75,53,60
7890,Mauricio Rosales,Argentina,0,0.0,Atlético Tucumán,Sub,27.0,67,174,74,25,RB/LB,3,2,57,61,64,74,71,59,59,50,55,70,31,41
7891,Guillermo Farré,Argentina,0,0.0,Belgrano,RCM,5.0,67,176,77,36,CM,3,2,71,67,62,63,61,76,68,65,66,67,57,70
7892,Guido Herrera,Argentina,0,0.0,CA Talleres,GK,22.0,67,188,84,25,GK,2,1,20,20,18,17,15,27,55,12,26,45,17,28
7893,Rodrigo Depetris,Argentina,0,0.0,Junín,Sub,13.0,67,177,69,26,ST/LM,3,3,68,70,19,16,15,32,63,63,16,76,66,69
7894,Walter Serrano,Argentina,0,0.0,Godoy Cruz,Sub,15.0,67,178,78,30,CM/RM,3,2,71,69,51,56,61,68,65,58,61,70,49,47
7895,Fabricio Fontanini,Argentina,0,0.0,CD O'Higgins,RCB,18.0,67,180,80,27,CB,2,2,50,49,65,65,65,71,62,33,65,54,24,42
7896,Iván Bella,Argentina,0,0.0,Vélez Sarsfield,Res,24.0,67,179,78,27,RM,4,4,70,66,53,58,57,71,65,61,53,79,48,53
7897,Yulían Mejía,Colombia,0,0.0,Atlético Bucaramanga,CAM,13.0,67,184,79,26,CAM/CM,4,3,66,66,32,31,37,41,66,62,30,73,59,55
7898,Lucas Ceballos,Argentina,0,0.0,Santa Fe,RB,4.0,67,166,67,30,RB/RM,4,2,63,61,63,64,66,66,65,61,65,75,33,44
7899,Juan Ignacio Sills,Argentina,0,0.0,Newell's,RDM,21.0,67,180,70,29,CDM,3,3,60,59,75,72,72,75,61,54,70,69,28,47
7900,Misael Cubillos,Chile,0,0.0,Depor. Iquique,RW,18.0,67,175,67,21,ST/RW,3,3,67,74,17,13,13,33,61,68,14,73,70,56
7901,Mauricio Zenteno,Chile,0,0.0,Depor. Iquique,RCB,8.0,67,174,76,32,CB,3,2,59,56,73,71,70,50,58,42,61,65,36,34
7902,Lorenzo Faravelli,Argentina,0,0.0,G. La Plata,LDM,8.0,67,172,67,24,CM/CAM,3,4,67,69,46,68,75,71,62,60,76,76,59,57
7903,Guillermo Ferracuti,Argentina,0,0.0,Junín,Sub,18.0,67,175,70,26,LB,3,3,54,74,70,65,65,63,56,50,73,83,25,43
7904,Mauro Bogado,Argentina,0,0.0,Parque Patricios,RCM,26.0,67,170,68,31,CDM/RM,3,3,71,63,74,65,68,58,80,61,48,74,49,59
7905,Matías Ibáñez,Argentina,0,0.0,Temperley,GK,12.0,67,190,88,30,GK,2,1,14,11,17,20,12,21,62,17,28,49,10,24
7906,Francisco Alarcón,Chile,0,0.0,Uni. Concepción,RCB,5.0,67,189,85,27,CB/RB,2,2,32,38,62,61,65,75,64,60,65,55,52,38
7907,Lucas Villalba,Argentina,0,0.0,Parque Patricios,LB,19.0,67,177,73,22,LB/CM,2,2,64,57,58,63,61,68,61,59,64,79,35,42
7908,Caro,Spain,0,0.0,Córdoba CF,Sub,2.0,67,182,70,24,RB/CB,3,2,55,49,72,69,67,72,61,43,70,65,44,55
7909,Diego Rojas,Chile,0,0.0,CD Everton,Sub,10.0,67,164,52,22,CAM,4,3,69,72,23,20,35,44,60,56,41,59,56,52
7910,Alejandro Delfino,Argentina,0,0.0,CD Antofagasta,Sub,15.0,67,182,77,27,CB,2,2,52,23,70,62,64,69,62,29,64,63,20,36
7911,Rubén Farfán,Chile,0,0.0,Wanderers,RM,19.0,67,174,68,25,RM/LW,2,4,67,66,35,43,31,44,64,59,24,90,58,59
7912,Ariel Cólzera,Argentina,0,0.0,Temperley,Sub,10.0,67,173,74,30,CAM,3,3,61,71,22,24,23,46,63,61,34,73,63,65
7913,Leonardo Povea,Chile,0,0.0,CD Huachipato,CDM,14.0,67,176,73,23,CM/CDM,3,3,68,65,58,60,65,74,66,64,68,75,51,56
7914,Juan Carlos Espinoza,Chile,0,0.0,Uni. Católica,Sub,27.0,67,170,65,25,RB/LB,4,3,59,66,58,67,69,68,66,46,61,73,48,54
7915,Gonzalo Villagra,Chile,0,0.0,CD Antofagasta,RCM,4.0,67,174,67,35,CM/CDM,3,2,70,58,64,49,66,75,63,53,58,51,46,58
7916,Sebastián Jaime,Argentina,0,0.0,Unión Española,Sub,23.0,67,179,71,30,ST/RM/LW,3,3,65,60,43,32,47,58,53,75,48,69,70,71
7917,Santiago Nagüel,Argentina,0,0.0,Fl. Varela,Res,14.0,67,169,68,24,RM,3,3,72,69,50,48,49,46,62,61,60,73,55,64
7918,Sebastián Cuerdo,Argentina,0,0.0,CD Cobresal,GK,30.0,67,189,87,30,GK,2,1,20,11,13,11,20,18,57,17,21,48,13,21
7919,Patricio Jerez,Chile,0,0.0,CD Cobresal,RB,26.0,67,180,79,29,RB/RM,3,2,61,62,69,66,66,45,60,35,65,63,21,43
7920,Luis Payares,Colombia,0,0.0,Deportivo Pasto,LCB,30.0,67,185,78,27,CB,3,2,49,34,68,62,68,74,58,39,63,55,17,39
7921,Nicolás Palacios,Colombia,0,0.0,Atlético Bucaramanga,Sub,26.0,67,191,72,25,CDM,3,2,59,52,72,61,74,76,62,50,65,45,37,33
7922,Luis Delgado,Colombia,0,0.0,Deportes Tolima,Sub,31.0,67,182,70,36,GK,3,1,20,13,19,19,15,18,66,17,19,53,19,22
7923,Elvis Mosquera,Colombia,0,0.0,Envigado,LB,20.0,67,182,77,26,LB,3,2,58,57,70,65,64,60,60,45,64,72,36,49
7924,Fábio Rodríguez,Colombia,0,0.0,Águilas Doradas,LB,26.0,67,174,67,31,LB,3,2,62,65,72,70,66,65,72,53,60,75,38,51
7925,Miguel Escalona,Chile,0,0.0,CD Cobresal,LCB,13.0,67,180,75,27,CB,3,2,54,53,71,69,70,63,58,43,62,50,36,34
7926,Henry Obando,Colombia,0,0.0,Atlético Bucaramanga,RB,4.0,67,186,75,23,RB,3,2,63,58,68,64,69,68,53,56,56,85,22,33
7927,Wilmer Díaz,Colombia,0,0.0,Jaguares,LCB,18.0,67,178,77,38,CB,3,2,48,43,73,63,66,53,73,30,65,33,19,35
7928,Juan Arboleda,Colombia,0,0.0,Deportes Tolima,Sub,21.0,67,183,74,27,RB,3,3,66,60,59,70,65,75,61,59,68,78,25,42
7929,Juan Pablo Nieto,Colombia,0,0.0,Atl. Nacional,Res,15.0,67,177,75,24,CM/CAM,3,3,71,67,22,26,46,44,62,65,42,67,60,61
7930,Dairon Asprilla,Colombia,0,0.0,Portland,Sub,27.0,67,180,75,24,RM,3,4,68,72,19,23,28,61,60,63,28,76,63,65
7931,Maicol Balanta,Colombia,0,0.0,Cortuluá,RAM,16.0,67,178,76,27,RM/CAM,3,3,64,67,22,18,25,50,63,62,16,77,62,56
7932,Felipe Flores,Chile,0,0.0,Veracruz,Sub,22.0,67,177,70,30,LW/LM,2,2,69,68,11,13,17,64,62,69,14,74,68,65
7933,Alejandro Otero,Colombia,0,0.0,Atlético Bucaramanga,GK,1.0,67,185,75,33,GK,2,1,19,19,20,19,16,23,53,20,23,45,16,25
7934,Gonzalo Barriga,Chile,0,0.0,CD O'Higgins,LM,13.0,67,175,74,32,LB/LM,3,2,67,67,55,59,62,52,66,69,57,76,54,59
7935,Bastián San Juan,Chile,0,0.0,CD O'Higgins,Sub,27.0,67,180,71,22,CB/RB,3,2,62,54,68,65,68,56,59,22,65,76,38,34
7936,Carlos Robles,Colombia,0,0.0,Atlético Huila,Sub,24.0,67,183,78,24,CDM,3,2,63,51,65,66,69,59,60,29,62,59,42,61
7937,Juan Mahecha,Colombia,0,0.0,La Equidad,Sub,24.0,67,178,73,29,CM/RM,3,2,66,62,58,56,67,79,74,65,63,65,52,59
7938,Ramiro Sánchez,Colombia,0,0.0,Millonarios,GK,12.0,68,186,80,33,GK,2,1,20,14,19,14,14,23,69,13,24,45,13,22
7939,Jefferson Martínez,Colombia,0,0.0,Envigado,GK,30.0,67,183,79,23,GK,3,1,22,9,19,16,16,35,62,13,20,44,13,22
7940,Jean Carlos Becerra,Colombia,0,0.0,Cortuluá,Sub,20.0,67,167,67,23,CAM/CM,2,3,68,69,47,46,52,53,63,60,58,85,45,49
7941,Ryan Christie,Scotland,0,0.0,Aberdeen,Sub,8.0,67,178,70,22,CAM,3,3,68,69,34,46,46,54,59,62,43,75,55,51
7942,Jean-Charles Castelletto,France,0,0.0,Red Star FC,RCB,29.0,67,186,78,22,CB,3,2,57,52,67,66,65,57,63,56,66,82,18,36
7943,Diego Silva,Chile,0,0.0,San Luis,Sub,3.0,67,183,78,34,CB/RB,3,2,42,31,65,65,66,71,66,35,74,53,21,38
7944,Sondre Løvseth Rossbach,Norway,0,0.0,Odds BK,GK,1.0,67,185,80,21,GK,3,1,23,17,19,17,18,20,62,11,18,44,15,15
7945,Aldo Rocha,Mexico,0,0.0,Monarcas Morelia,RDM,26.0,67,167,68,24,CM/CDM,3,2,70,65,62,51,60,70,58,52,65,68,48,57
7946,Ashley Fletcher,England,0,0.0,West Ham,Sub,24.0,67,185,78,21,ST,2,2,67,66,16,19,22,55,67,64,22,76,66,52
7947,Isak Ssewankambo,Sweden,0,0.0,Molde FK,RB,32.0,67,179,74,21,RB,3,2,58,65,62,58,62,68,60,49,63,90,31,40
7948,Diego Vallejos,Chile,0,0.0,Audax Italiano,LCM,18.0,67,173,74,27,RM/LW/RW,3,3,67,63,19,18,13,55,56,69,60,83,65,55
7949,Osvaldo Bosso,Chile,0,0.0,Audax Italiano,LB,4.0,67,167,69,23,RB/LB,3,2,65,69,63,68,63,55,61,63,71,75,31,38
7950,Dmitriy Efremov,Russia,0,0.0,FC Orenburg,RM,17.0,67,180,70,21,RM/RW,4,3,70,73,37,35,42,38,60,60,53,78,59,55
7951,Paweł Dawidowicz,Poland,0,0.0,VfL Bochum,Sub,17.0,67,189,80,21,CB/CDM,4,2,53,60,61,57,66,78,66,46,72,66,36,44
7952,Tomi Jurić,Australia,ST,9.0,FC Luzern,CF,9.0,67,190,83,25,ST,4,2,70,67,29,36,38,67,53,66,25,67,70,70
7953,Brayan Perea,Colombia,0,0.0,CD Lugo,Sub,12.0,67,189,78,24,ST,4,3,72,69,16,30,32,34,68,62,15,76,63,62
7954,Joo Min Kyu,Korea Republic,0,0.0,Sangju Sangmu,ST,10.0,67,183,82,26,ST/CM,3,2,58,57,50,39,58,58,59,71,61,68,71,43
7955,Milan Rodić,Serbia,0,0.0,Krylya Sovetov,LB,33.0,67,180,73,25,LB,2,2,64,62,62,68,69,75,68,52,61,69,38,47
7956,Kofi Opare,United States,0,0.0,D.C. United,Sub,6.0,67,188,86,26,CB,2,2,51,50,67,62,67,75,60,48,67,69,38,35
7957,Tomás Martínez,Argentina,0,0.0,SC Braga,Sub,10.0,67,171,66,22,CM/CAM,2,3,73,77,38,36,42,47,64,71,33,73,48,57
7958,London Woodberry,United States,0,0.0,New England,Sub,28.0,67,185,72,25,RB/CB,2,2,58,63,68,65,66,70,65,58,66,69,40,31
7959,Joel Pereira,Portugal,0,0.0,Manchester Utd,Res,40.0,67,188,81,20,GK,2,1,20,11,13,9,11,22,68,14,20,43,12,12
7960,Jérôme Mombris,France,0,0.0,GFC Ajaccio,LB,22.0,67,178,72,29,LB,2,2,58,60,68,68,64,60,63,27,63,75,24,34
7961,Lim Chang Kyoun,Korea Republic,0,0.0,Suwon FC,Sub,90.0,67,173,70,26,CAM/CM,3,3,67,66,52,56,58,60,65,67,54,64,65,49
7962,Scott Caldwell,United States,0,0.0,New England,RCM,6.0,67,173,68,26,CDM/CM,2,2,63,57,62,60,63,73,69,53,63,55,54,49
7963,Jaroslav Navrátil,Czech Republic,0,0.0,Heracles Almelo,Sub,15.0,67,180,72,25,RW/LW,3,3,70,68,45,43,47,31,53,63,42,88,66,53
7964,Nicolás Bianchi Arce,Argentina,0,0.0,Junín,LCB,2.0,67,188,82,30,CB,3,2,47,45,67,66,69,76,62,26,63,34,30,43
7965,Omar Vásquez,Colombia,0,0.0,Patriotas,LCM,10.0,67,167,67,27,CAM,4,3,65,66,37,34,34,30,56,61,41,69,61,57
7966,Callum O'Dowda,Republic of Ireland,0,0.0,Bristol City,LM,11.0,67,180,75,21,LM/RM,3,3,68,69,23,25,27,48,62,59,38,88,58,58
7967,Mateo Pavlović,Croatia,0,0.0,Angers SCO,Sub,4.0,67,194,81,26,CB,3,2,53,45,61,67,67,78,63,32,53,33,29,42
7968,Lim Chai Min,Korea Republic,0,0.0,Sangju Sangmu,Res,4.0,67,188,82,26,CB,3,2,45,32,68,63,67,75,61,30,65,78,20,33
7969,Yeon Jei Min,Korea Republic,0,0.0,Jeonnam Dragons,Sub,6.0,67,183,72,23,CB,3,2,42,35,71,64,67,70,61,25,63,68,25,40
7970,Kim Nam Chun,Korea Republic,0,0.0,Sangju Sangmu,Res,6.0,67,184,78,27,CB,3,2,36,25,70,65,70,69,57,23,65,37,16,34
7971,Adama Niane,Mali,0,0.0,ES Troyes AC,ST,26.0,67,182,70,23,ST,3,2,61,64,14,15,14,35,54,75,12,74,74,63
7972,Mouhamadou-Naby Sarr,France,0,0.0,Red Star FC,LCB,13.0,67,196,89,23,CB,3,2,54,49,62,64,66,64,57,31,58,53,26,42
7973,Ignacio González,Mexico,0,0.0,Monarcas Morelia,Res,30.0,67,178,75,25,RB/RM,1,2,63,65,66,65,67,44,54,66,64,72,43,44
7974,Leonel Galeano,Argentina,0,0.0,Godoy Cruz,Sub,2.0,67,184,84,25,CB,3,2,58,55,65,68,69,67,62,53,63,67,25,47
7975,Przemysław Frankowski,Poland,0,0.0,Jagiellonia,RM,21.0,67,175,68,21,RM,3,3,65,62,39,36,36,53,52,61,48,92,64,52
7976,Lee Ki Je,Korea Republic,0,0.0,Ulsan Hyundai,LB,33.0,67,175,72,25,LB,2,2,62,62,66,65,66,60,66,54,59,72,36,35
7977,Biel Company,Spain,0,0.0,RCD Mallorca,Sub,2.0,67,176,73,25,RB/CB,3,2,59,56,66,65,65,73,65,58,58,75,38,49
7978,Adrian Popa,Romania,RM,9.0,Reading,Sub,25.0,67,169,71,28,RW/LW,3,3,65,64,36,34,35,41,71,64,55,76,60,52
7979,Erich Berko,Germany,0,0.0,Dynamo Dresden,Sub,40.0,67,181,82,22,LW/RW,3,3,67,68,22,26,29,45,62,66,33,84,60,57
7980,Maximilian Thiel,Germany,0,0.0,Union Berlin,Sub,11.0,67,187,78,24,LM,3,3,68,70,20,25,32,43,62,64,33,77,60,47
7981,Andreas Voglsammer,Germany,0,0.0,Arminia Bielefeld,Sub,21.0,67,178,81,25,ST/RM,3,3,67,66,21,23,24,78,62,63,29,76,65,62
7982,Martin Konczkowski,Poland,0,0.0,Ruch Chorzów,RB,15.0,67,181,74,23,RB,2,2,64,62,63,65,63,61,55,54,57,82,37,32
7983,Tyler Boyd,New Zealand,0,0.0,V. Guimarães,Res,32.0,67,170,74,22,RM/LM,3,2,65,68,20,12,14,30,73,64,12,85,64,51
7984,Marko Bakić,Montenegro,0,0.0,AD Alcorcón,Sub,23.0,67,185,73,23,CM/RM,3,3,73,70,45,49,49,70,64,65,46,70,39,45
7985,Héctor Quiñones,Colombia,0,0.0,Junior,LB,20.0,67,178,70,25,LB,3,2,68,71,63,61,63,58,67,67,67,77,52,49
7986,Ahmed Magdi,Egypt,0,0.0,Al Wehda,Res,89.0,67,169,74,27,LM,3,3,71,66,31,29,36,29,42,62,23,80,54,55
7987,Ousmane Viera,Ivory Coast,0,0.0,Adanaspor,Sub,3.0,67,186,80,30,CB,2,2,50,26,65,64,65,78,66,51,65,52,56,42
7988,Fernando Evangelista,Argentina,0,0.0,Atlético Tucumán,LB,3.0,67,183,82,25,LB/LM,3,3,64,65,65,66,68,62,65,52,63,69,45,51
7989,Iván Bulos,Peru,0,0.0,Boavista,ST,19.0,67,186,82,23,ST,4,3,61,61,20,22,23,52,50,69,24,68,69,55
7990,Paolo Pancrazio Faragò,Italy,0,0.0,Cagliari,Sub,16.0,67,187,80,24,CAM/CM,2,2,71,68,49,55,59,66,63,69,65,68,57,46
7991,Tom Lockyer,Wales,0,0.0,Bristol Rovers,RCB,4.0,67,180,72,22,CB,4,2,60,47,62,63,68,79,58,36,55,69,30,39
7992,Ramón Azeez,Nigeria,0,0.0,UD Almería,Sub,8.0,67,170,67,24,CDM/CM,3,3,70,60,52,63,70,70,54,49,69,79,37,58
7993,Matthew Palmer,England,0,0.0,Burton Albion,Sub,16.0,67,179,79,22,CM/LM,3,2,65,65,48,58,62,59,54,60,69,70,59,36
7994,Kader,Tunisia,0,0.0,Al Fateh,Res,77.0,67,184,71,25,RB/RM,3,4,73,62,69,63,63,62,73,61,67,69,47,47
7995,Thibault Peyre,France,0,0.0,Royal Mouscron,RCB,29.0,67,185,78,24,CB/RB,3,2,56,41,69,68,69,71,65,25,66,66,30,48
7996,Darragh Lenihan,Republic of Ireland,0,0.0,Blackburn Rovers,RCB,26.0,67,178,76,23,CB/CM,3,2,61,52,65,70,70,73,62,49,61,65,42,48
7997,Diego Morales,Argentina,0,0.0,Tigre,CAM,10.0,67,172,68,30,CAM,3,4,69,68,27,24,36,45,68,66,26,69,51,63
7998,Jin Seong Wook,Korea Republic,0,0.0,Jeju United,Sub,9.0,67,183,78,23,ST,4,2,63,66,14,20,19,64,59,69,12,75,68,62
7999,Brian Rowe,United States,0,0.0,LA Galaxy,GK,12.0,67,185,84,28,GK,1,1,16,15,16,14,18,22,64,15,25,47,17,23
8000,Ahmed Hegazy,Egypt,RCB,6.0,Free Agents,Res,99.0,67,195,83,26,CB,2,2,49,38,67,68,70,60,51,20,67,49,17,30
8001,Kortney Hause,England,0,0.0,Wolves,Sub,30.0,67,189,77,21,CB/LB,3,2,54,53,68,69,70,58,62,32,63,68,35,40
8002,Kevin Mbabu,Switzerland,0,0.0,BSC Young Boys,RB,43.0,67,184,80,21,RB/LB,3,2,63,60,58,61,64,65,64,58,61,82,26,35
8003,Miroslav Lobantsev,Russia,0,0.0,Lokomotiv Moscow,Res,41.0,67,189,80,21,GK,2,1,22,17,16,12,15,19,60,16,16,50,13,16
8004,Vladimir Khozin,Russia,0,0.0,FC Ural,Res,2.0,67,185,78,27,LB/RB,3,2,57,54,70,72,70,65,58,49,54,77,31,42
8005,Emre Nefiz,Turkey,0,0.0,Aytemiz Alanyaspor,Sub,24.0,67,178,70,22,RM/CDM,3,3,70,69,30,30,35,45,51,60,30,74,69,43
8006,Peter van Ooijen,Netherlands,0,0.0,Heracles Almelo,Sub,20.0,67,179,67,25,CM,5,3,70,65,58,59,64,45,66,56,54,68,53,59
8007,Gégé,Cape Verde,0,0.0,Paços Ferreira,RCB,14.0,67,184,78,29,RB/CB,3,2,60,49,70,66,74,74,66,36,71,54,30,44
8008,Abdoulaye Touré,France,0,0.0,FC Nantes,Sub,19.0,67,186,88,23,CDM/CM,3,2,65,57,64,65,72,70,54,30,67,44,34,39
8009,Bright Addae,Ghana,0,0.0,Borgocalcio,Sub,19.0,67,184,87,24,CDM/CM,3,2,69,67,62,72,63,66,70,55,61,79,48,47
8010,Fábio Nunes,Portugal,0,0.0,Belenenses,Sub,92.0,67,183,76,24,LB/LM,3,3,71,68,59,62,67,59,70,65,68,73,58,58
8011,Lewis MacLeod,Scotland,0,0.0,Brentford,Sub,4.0,67,175,72,22,LM/CAM,3,3,67,64,55,52,57,59,59,61,45,72,54,50
8012,Kristoffer Peterson,Sweden,0,0.0,Heracles Almelo,LW,18.0,67,180,70,22,LW,5,3,69,78,26,37,44,35,57,52,31,77,60,61
8013,Hendrick Zuck,Germany,0,0.0,Braunschweig,RCM,30.0,67,176,69,26,LM/CM,3,3,68,67,29,36,31,41,64,67,27,75,58,56
8014,Marin Tomasov,Croatia,0,0.0,Al Nassr,LM,11.0,67,182,74,29,LM/CAM,3,3,68,65,50,52,53,47,64,60,49,79,62,54
8015,Dion Malone,Suriname,0,0.0,ADO Den Haag,RCM,2.0,67,185,82,28,RB/CDM,3,2,64,62,66,70,69,80,65,57,62,68,30,33
8016,Lukas Raeder,Germany,0,0.0,V. Setúbal,Sub,1.0,67,194,89,23,GK,3,1,22,20,7,10,11,23,63,7,8,36,9,12
8017,Alex,Brazil,0,0.0,Houston Dynamo,LCM,14.0,67,173,73,28,CDM/CM,3,3,67,68,65,58,67,68,62,59,68,66,55,62
8018,Patrick Phungwayo,South Africa,0,0.0,Orlando Pirates,Sub,21.0,67,167,65,29,LB/RB,3,2,74,67,64,70,68,50,62,53,56,76,29,42
8019,Daniel Steres,United States,0,0.0,LA Galaxy,LCB,5.0,67,183,77,26,CB,3,2,60,33,65,65,66,72,62,38,64,67,24,38
8020,Ventura Alvarado,United States,0,0.0,Santos Laguna,Sub,3.0,67,181,76,24,CB,3,2,61,54,65,66,67,64,62,23,62,69,33,34
8021,Koray Altınay,Turkey,0,0.0,Osmanlıspor,Sub,4.0,67,180,86,25,CDM/RB,2,3,68,67,65,65,66,79,67,63,68,79,43,50
8022,Dorian Dessoleil,Belgium,0,0.0,Sp. Charleroi,CB,24.0,67,184,68,24,CB,3,2,50,39,66,67,66,70,64,34,67,58,24,35
8023,Pasquale Fazio,Italy,0,0.0,Trapani,RB,13.0,67,180,75,27,RB/CB,2,2,57,49,63,68,66,65,62,35,61,73,23,35
8024,Eleazar Rodgers,South Africa,ST,21.0,Free Agents,Res,99.0,67,190,75,32,ST,3,3,62,64,23,24,34,52,56,66,22,67,69,62
8025,Michaël Jordan Nkololo,DR Congo,0,0.0,Stade Lavallois,Sub,28.0,67,183,71,24,CAM/RW,3,2,65,68,14,19,15,35,63,67,40,84,63,67
8026,Thomas Meißner,Germany,0,0.0,ADO Den Haag,Sub,3.0,67,191,82,26,CB,3,2,54,44,66,62,66,70,61,20,62,53,31,39
8027,Elton Acolatse,Netherlands,0,0.0,KVC Westerlo,RM,9.0,67,184,80,21,RM/LM,4,3,68,69,17,27,26,44,56,59,20,86,61,48
8028,Mekeil Williams,Trinidad & Tobago,0,0.0,Colorado Rapids,RB,5.0,67,185,77,26,RB/LB,3,2,64,56,65,68,70,66,65,24,61,71,27,35
8029,Mirko Salvi,Switzerland,0,0.0,FC Lugano,GK,23.0,67,188,80,23,GK,3,1,24,13,14,12,10,34,63,13,16,35,13,24
8030,Maurides,Brazil,0,0.0,Belenenses,LS,16.0,67,188,77,23,ST,2,2,61,57,26,29,23,76,62,63,23,65,71,65
8031,Bård Finne,Norway,0,0.0,Vålerenga Fotball,Sub,11.0,67,172,67,22,ST/LW,3,3,73,72,18,15,12,45,67,68,15,80,67,66
8032,Yasyn Hamza Al Nakhli,Saudi Arabia,0,0.0,Al Ittihad,Sub,33.0,67,177,75,26,CB/RB,3,2,58,55,62,67,68,75,59,43,58,76,41,41
8033,Abdullah Al Enazi,Saudi Arabia,0,0.0,Al Nassr,Res,22.0,67,183,82,26,GK,3,1,19,13,16,20,17,17,60,12,21,42,12,23
8034,Khaled Al Ghamdi,Saudi Arabia,0,0.0,Al Nassr,RB,12.0,67,167,62,29,RB,3,3,66,65,65,62,59,73,66,61,62,84,27,34
8035,Mitchel Paulissen,Netherlands,0,0.0,Roda JC,LM,19.0,67,185,77,23,LW,3,3,67,70,44,38,40,70,65,63,44,75,64,50
8036,Baptiste Aloé,France,0,0.0,Valenciennes FC,Sub,2.0,67,184,77,22,CB,3,2,61,32,70,68,71,65,58,33,64,60,27,50
8037,Jordy Croux,Belgium,0,0.0,Willem II,RM,14.0,67,171,70,23,RW/LW,4,3,71,75,22,23,28,58,54,55,30,79,60,48
8038,Yoëll van Nieff,Netherlands,0,0.0,FC Groningen,Sub,20.0,67,185,75,23,LB,3,2,66,61,65,65,66,67,64,50,68,55,47,73
8039,Robin Pröpper,Netherlands,0,0.0,Heracles Almelo,CB,4.0,67,192,82,23,CB,3,2,63,51,69,64,67,65,56,31,64,62,36,44
8040,Francesco Urso,Italy,0,0.0,Vicenza,Sub,21.0,67,180,70,22,CM/CDM,3,2,70,62,55,57,59,58,58,56,54,72,41,54
8041,Lukas Kübler,Germany,0,0.0,SC Freiburg,RB,17.0,68,183,73,24,RB,3,2,63,59,69,73,71,67,64,46,72,69,44,63
